id,name,category,breadcrumbs,short_description,description,price,best_for,review_score,review_count,image_url,url
72313,"California Gold Nutrition, L-Arginine, 500 mg , 60 Veggie Capsules",Amino Acids,Categories > Supplements > Amino Acids > L-Arginine,"California Gold Nutrition® L-Arginine | Featuring Pharmaceutical-Grade AjiPure® Amino Acids | Supports Nitric Oxide Production and Vascular Health* | Plays an Important Role in Athletic and Male Sexual Health* | Suitable for Vegetarians and Vegans | Formulated without Gluten, GMOs, or Soy | Produced in a 3rd Party Audited cGMP Registered (Certified) Facility | 100% Gold Guarantee","• California Gold Nutrition® L-Arginine
• Featuring Pharmaceutical-Grade AjiPure® Amino Acids
• Supports Nitric Oxide Production and Vascular Health*
• Plays an Important Role in Athletic and Male Sexual Health*
• Suitable for Vegetarians and Vegans
• Formulated without Gluten, GMOs, or Soy
• Produced in a 3rd Party Audited cGMP Registered (Certified) Facility
• 100% Gold Guarantee

L-arginine is an amino acid that helps the body in many ways. Though your body can produce L-arginine, it can be helpful to take a supplement to help you get enough. California Gold Nutrition L-Arginine can help increase your daily amount of L-arginine, which can help support vascular health and promote nitric oxide production.*

L-Arginine Benefits This important amino acid supports the production of nitric oxide, a short lived compound involved in circulatory function and protein metabolism, which can help support muscle mass and athletic performance.* L-arginine also acts as a vasodilator, helping to dilate (open) the blood vessels.* This action may help improve male sexual health, promote healthy blood vessels, and support vascular health.*

California Gold Nutrition L-Arginine contains AjiPure® L-Arginine in veggie capsules. AjiPure® Amino Acids are pharmaceutical-grade and sourced exclusively from Ajinomoto®, where they are produced using their patented Ferment-A-Pure Technology.

Suggested use
Take 1 capsule daily, without food. Best when taken as directed by a qualified healthcare professional.

Warning
Keep out of reach of children. Pregnant or lactating women, the chronically ill, elderly, individuals under the age of 18, those taking prescription medications (e.g., cardiovascular medicines) as well as those with a physician-diagnosed medical condition should consult with a physician, pharmacist, naturopath or other qualified healthcare professional prior to taking dietary supplements. Sealed for your protection. Do not use if seal is missing or broken. Store in a cool, dry place. Protect from heat, light, and moisture.

Other Ingredients
Main Ingredients L-Arginine Other Ingredients Modified Cellulose (Hypromellose Veggie Capsule), Microcrystalline Cellulose, Magnesium Stearate, and Silicon Dioxide (Silica). Fo rmulated with AjiPure® L-Arginine. AjiPure® is a registered trademark of AJINOMOTO® CO., INC. Not manufactured with milk, eggs, fish, crustacean shellfish, tree nuts, peanuts, wheat, soy, sesame, or gluten. Produced in an FDA-registered, third-party audited, and cGMP-compliant facility that may process other products that contain these allergens or ingredients.",522.14,Amino Acids,4.7,9899,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/cgn/cgn01126/g/125.jpg",https://in.iherb.com/pr/california-gold-nutrition-l-arginine-500-mg-60-veggie-capsules/72313
152594,"ALLMAX, Melatonin, 60 Capsules",Sleep,Categories > Supplements > Sleep > Melatonin,Science - Innovation - Quality - Results | Essentials | 8HR | Helps Improve Sleep Quality | 8-Hour Sustained Release Melatonin | Expedite Sleep Onset | Vegan Caps™ | Quality Guarantee | Purity & Potency Tested | Dietary Supplement | cGMP Registered Facility | Gluten Free Tested | Lab Tested Every Lot,"• Science - Innovation - Quality - Results
• Essentials
• 8HR
• Helps Improve Sleep Quality
• 8-Hour Sustained Release Melatonin
• Expedite Sleep Onset
• Vegan Caps™
• Quality Guarantee
• Purity & Potency Tested
• Dietary Supplement
• cGMP Registered Facility
• Gluten Free Tested
• Lab Tested Every Lot

Professional Grade Supplements

Melatonin, a natural hormone that regulates the sleep-wake cycle, has been clinically shown to improve sleep quality, reduce sleep onset latency, and increase total sleep time.¹ Allmax Melatonin 8HR combines regular melatonin with Melotime™ sustained-release melatonin) to help prevent nighttime awakenings. (8-hour Allmax Melatonin 8HR supports muscle recovery by helping you fall asleep and stay asleep throughout the night.

Recommended use or Purpose: Aids in enhancing sleep quality and duration.

¹PLOS One. 2013 May 17;8(5):e63773. doi: 10.1371/journal.pone.0063773

Suggested use
Take 1 capsule 30-60 minutes before bedtime, as needed.

Warning
Ask a health care practitioner before use if you are taking medications for seizure, blood pressure, to suppress the immune system, to affect mental state or increase sedation, steroids or blood thinners. Ask a health care practitioner before use if you have cardiovascular, immune, liver or kidney disease, seizure disorder, asthma or diabetes. Ask a health care practitioner if sleeplessness persists for more than 4 weeks (chronic insomnia). When using this product avoid driving or using machinery for 5 hours. When using this product avoid taking with alcohol or products that cause drowsiness. Do not use if you are pregnant or breastfeeding. Stop use if allergy occurs or if you experience headache, confusion, or nausea. California Warning: Lead is known to the State of California to cause birth defects or reproductive harm. Consuming this product can expose you to more than 0.0000005 g of lead. Prop 65.

Other Ingredients
Vegan caps (hypromellose), microcrystalline cellulose, magnesium stearate. Allergen Warning: Produced in a facility that also handles milk, soy, egg, peanut, tree nuts, sesame, fish, crustacean and shellfish products. Product of USA with domestic and imported materials.",991.83,Sleep,5,1,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/amx/amx23030/g/8.jpg",https://in.iherb.com/pr/allmax-melatonin-60-capsules/152594
140021,"Super Nutrition, Stress Support with L-Theanine, Ashwagandha, Botanical Blend, and Enzymes, 60 Veggie Capsules",Brain & Cognitive,Categories > Supplements > Brain & Cognitive > Stress Relief Formulas,"Stress Support Formula with L-Theanine and Ashwagandha* | Contains a Blend of Essential B Vitamins | Plus a Proprietary Digestive Blend with Botanicals, Enzymes & Heyndrickxia coagulans | Suitable for Vegetarians | Formulated Without Gluten, GMOs, or Soy | Produced in a 3rd Party Audited cGMP Registered (Certified) Facility","• Stress Support Formula with L-Theanine and Ashwagandha*
• Contains a Blend of Essential B Vitamins
• Plus a Proprietary Digestive Blend with Botanicals, Enzymes & Heyndrickxia coagulans
• Suitable for Vegetarians
• Formulated Without Gluten, GMOs, or Soy
• Produced in a 3rd Party Audited cGMP Registered (Certified) Facility

California Gold Nutrition ® Stress Support is formulated with L-Theanine and Ashwagandha. It features a proprietary blend of synergistic ingredients, essential B Vitamins, plus Enzymes and the Spore Forming Probiotic Heyndrickxia coagulans (formerly Bacillus coagulans ). This formula is designed to help support overall well-being and stress management.*

Suggested use
Take 2 capsules daily, with food. Best when taken as directed by a qualified healthcare professional.

Warning
​Keep out of reach of children. Consult with a licensed physician, pharmacist, naturopath or other qualified healthcare professional prior to taking dietary supplements. Sealed for your protection. Do not use if seal is missing or broken. Store in a cool, dry place. Protect from heat, light, and moisture. Note : Weizmannia coagulans (formerly Bacillus coagulans)

Other Ingredients
Main Ingredients Thiamin (as thiamine HCl), Riboflavin, Niacin (as niacinamide), Vitamin B6 (as pyridoxine hydrochloride), Folate, Vitamin B12 (as methylcobalamin), Biotin (as d-biotin), Pantothenic Acid (as d-calcium pantothenate), Choline (as choline bitartrate), Zinc (as zinc picolinate), Proprietary Support Blend: Ashwagandha Extract ( Withania somnifera ) (leaf & root), Inositol, PABA (Para-Aminobenzoic Acid), Rhodiola Extract ( Rhodiola rose a) (root), Eleuthero Extract ( Eleutherococcus senticosus ) (root); L-Theanine, Proprietary Digestive Blend: Enzyme Blend (Amylase, Protease, Lipase, Cellulase, Lactase), Ginger Extract ( Zingiber officinale ) (root), Heyndrickxia coagulans , Black Pepper Extract ( Piper nigrum ) (fruit), Black Pepper ( Piper nigrum ) (seed), Ginger (Zingiber officinale) (root), Long Pepper ( Piper longum ) (fruit) Other Ingredients Modified Cellulose (Hypromellose Veggie Capsule), Microcrystalline Cellulose, Stearic Acid, Magnesium Stearate, Maltodextrin, Silicon Dioxide (Silica), and Peppermint Oil. Not manufactured with milk, eggs, fish, crustacean shellfish, tree nuts, peanuts, wheat, soy, sesame, or gluten. Produced in an FDA-registered, third-party audited, and cGMP-compliant facility that may process other products that contain these allergens or ingredients.",1088.15,Brain & Cognitive,4.6,3610,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/spn/spn02506/g/29.jpg",https://in.iherb.com/pr/super-nutrition-stress-support-with-l-theanine-ashwagandha-botanical-blend-and-enzymes-60-veggie-capsules/140021
117853,"Swanson, Sleep Essentials, 60 Vegan Capsules",Sleep,Categories > Supplements > Sleep > Sleep Formulas,"Sleep Support | Includes Gaba and Melatonin | Supports Restful, Restorative Sleep | May Help Promote Relaxation and Ease Nervous Tension | Promotes a Feeling of Calmness | Science-Backed Quality Since 1969","• Sleep Support
• Includes Gaba and Melatonin
• Supports Restful, Restorative Sleep
• May Help Promote Relaxation and Ease Nervous Tension
• Promotes a Feeling of Calmness
• Science-Backed Quality Since 1969

Tired of tossing and turning? When counting sheep just doesn't cut it, try Swanson Sleep Essentials! This advanced formula combines melatonin, taurine, and GABA with nature's most effective relaxing herbs, including passion flower, valerian, chamomile, skullcap and hops.

Suggested use
As a dietary supplement, take one vegan capsule before bed with 8 ounces of water.

Warning
For adults only. As melatonin may produce drowsiness, do not take with alcohol or drive an automobile or operate heavy equipment after taking. Do not take this product if you are pregnant or nursing, have an autoimmune condition or a depressive disorder, or are under 16 years of age. Consult your healthcare provider before use if you are experiencing long-term sleep difficulties, have a medical condition or if you are taking any prescription medications. Not intended for long term use. Keep out of the reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Hypromellose (vegan capsule), maltodextrin, rice flour, magnesium stearate, silica.",566.36,Sleep,4.6,678,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv07104/g/24.jpg",https://in.iherb.com/pr/swanson-sleep-essentials-60-vegan-capsules/117853
142271,"NATURELO, Sleep Formula, 60 Vegetarian Capsules",Sleep,Categories > Supplements > Sleep > Sleep Formulas,"From Nature With Love® | With 6 mg Melatonin | Dietary Supplement | For Occasional Sleep Support | No GMOs | No Soy | No Gluten | Vegan Friendly | GMP - Good Manufacturing Practice | No Coloring, Preservatives or Flavoring","• From Nature With Love®
• With 6 mg Melatonin
• Dietary Supplement
• For Occasional Sleep Support
• No GMOs
• No Soy
• No Gluten
• Vegan Friendly
• GMP - Good Manufacturing Practice
• No Coloring, Preservatives or Flavoring

Sleep aid with natural valerian, chamomile & lemon balm.

Suggested use
Adults take one (1) capsule with a full glass of water, thirty (30) minutes before bedtime.

Warning
Keep out of reach of children. As with any supplement, if you are pregnant, nursing or taking medication, consult your doctor before using this product. Avoid driving or performing other potentially dangerous tasks while using this product. Do not use for more than 14 days consecutively. Store in a cool, dry place. Do not use if safety seal under the cap is broken or missing.

Other Ingredients
Hypromellose (vegetarian capsule), organic rice flour, bamboo extract (stem & leaf), l-leucine. Does not contain GMOs, soy, gluten, milk, eggs, fish, shellfish, tree nuts, peanuts or sesame.",2493.43,Sleep,4.5,24,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/nau/nau62823/g/8.jpg",https://in.iherb.com/pr/naturelo-sleep-formula-60-vegetarian-capsules/142271
109048,"Swanson, Melatonin, Dual-Release, 3 mg, 60 Tablets",Sleep,Categories > Supplements > Sleep > Melatonin,Sleep Support | 100% Drug Free,"• Sleep Support
• 100% Drug Free

Swanson Ultra's advanced Dual-Release Melatonin takes its cue from nature, releasing melatonin in stages, just as the body does when preparing for a restful night. You get 1.5 mg right away, when you need it most, and another 1.5 mg is gradually released throughout the night to ensure that you get the rest you deserve.

Suggested use
As a dietary supplement, take one dual-release tablet with water 20 minutes before bedtime or as recommended by your healthcare provider. The unique dual-release delivery system releases 1.5 mg of melatonin within minutes. An additional 1.5 mg is gradually released over 5 to 8 hours.

Warning
For adults only. As melatonin may produce drowsiness, do not drive an automobile or operate heavy equipment after taking. Do not take this product if you are pregnant or nursing, have an autoimmune condition or a depressive disorder, or are under 16 years of age. Consult your healthcare provider before use if you are experiencing long-term sleep difficulties, have a medical condition or if you are taking any prescription medications. Keep out of reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Lactose (from milk), dicalcium phosphate, hydroxypropyl methylcellulose, microcrystalline cellulose (plant fiber), stearic acid, croscarmellose sodium, magnesium stearate, silica, curcumin (color), riboflavin (color). Contains milk.",467.64,Sleep,4.7,829,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv02214/g/16.jpg",https://in.iherb.com/pr/swanson-melatonin-dual-release-3-mg-60-tablets/109048
8738,"Natrol, Melatonin, Time Release, 5 mg, 100 Tablets",Sleep,Categories > Supplements > Sleep > Melatonin,Supports Sleep Through The Night by Minimizing Wake-Ups | 100% Drug-Free | Dietary Supplement,"• Supports Sleep Through The Night by Minimizing Wake-Ups
• 100% Drug-Free
• Dietary Supplement

Quick Dissolving Outer Layer: To help your fall asleep fast.

Controlled Release Inner Layer: To help you sleep through the night.

This product is helpful for occasional sleeplessness.

Suggested use
Adults, take 1 tablet 30 minutes before bedtime.

Warning
Not intended for individuals under the age of 18 years. This product is not intended to treat insomnia or other sleep disorder. Consult a physician before using this product if taking medication, have any medical condition, are pregnant or lactating, have an autoimmune condition or depressive disorder, using any tranquilizers or sedatives. Melatonin may cause drowsiness or sleepiness, do not take when driving or operating heavy machinery, or consuming alcohol. If adverse reactions occur, discontinue use. For occasional short-term use only. Use only as directed and do not exceed suggested dose. This product should never substitute healthy sleep practices. Keep out of reach of children. Store in a cool, dry place Individual results may vary. Do not use if safety seal is damaged or missing.

Other Ingredients
Microcrystalline cellulose, dicalcium phosphate, hypromellose, magnesium stearate, stearic acid, silicon dioxide, methylcellulose, glycerin. Formulated without milk, egg, fish, crustacean shellfish, tree nuts, peanuts, wheat, soybeans, sesame ingredients.",1113.9,Sleep,4.6,24731,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/ntl/ntl04837/g/77.jpg",https://in.iherb.com/pr/natrol-melatonin-time-release-5-mg-100-tablets/8738
117708,"Swanson, Melatonin, 5 mg, 60 Capsules",Sleep,Categories > Supplements > Sleep > Melatonin,Extra Strength | Sleep Support | 100% Drug Free | Helps Support a Healthy Sleep-Wake Cycle | May Restore Normal Sleep Patterns | Appropriate Melatonin Levels Have Been Tied To Healthy Cognitive and Stress Management | Science-Backed Quality Since 1969,"• Extra Strength
• Sleep Support
• 100% Drug Free
• Helps Support a Healthy Sleep-Wake Cycle
• May Restore Normal Sleep Patterns
• Appropriate Melatonin Levels Have Been Tied To Healthy Cognitive and Stress Management
• Science-Backed Quality Since 1969

Are the Zzzs you need eluding you? Get your sleep-wake schedule back on track with Swanson Extra Strength Melatonin. Each capsule delivers a potent 5 mg melatonin to help restore normal sleep patterns.

So what is melatonin? It is a hormone naturally produced by the pineal gland that signals the body when it is time to sleep. Unfortunately that production can be disrupted by multiple factors, including age, travel, shift work and more. Adding a melatonin supplement to your nighttime routine can help support healthy levels in the body so you can get the restorative sleep you need.

As an antioxidant, it also works to protect the body from free radicals, notably the eyes where it may offer protection for retinal health. Appropriate melatonin levels have also been tied to healthy cognition and stress management.

Studies have shown that 1 to 5 mg of melatonin per day can support a healthy circadian rhythm, improve sleep quality and help you stay asleep longer. Swanson offers a range of melatonin potencies—from a 500 mcg dose for those just starting out to our Triple Strength 10 mg option for those who need extra assistance. Find the right one for you and be on your way to dreamland.

Suggested use
As a dietary supplement, take one capsule with water one-half hour before bedtime.

Warning
For adults only. As melatonin may produce drowsiness, do not take with alcohol or drive an automobile or operate heavy equipment after taking. Do not take this product if you are pregnant or nursing, have an autoimmune condition or a depressive disorder, or are under 16 years of age. Consult your healthcare provider before use if you are experiencing long-term sleep difficulties, have a medical condition or if you are taking any prescription medications. Not intended for long term use. Keep out of reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Microcrystalline cellulose (plant fiber), gelatin, magnesium stearate.",446.81,Sleep,4.7,1933,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv11811/g/24.jpg",https://in.iherb.com/pr/swanson-melatonin-5-mg-60-capsules/117708
117726,"Swanson, Melatonin, 3 mg, 60 Capsules",Sleep,Categories > Supplements > Sleep > Melatonin,Sleep Support | 100% Drug Free | Non-GMO | Gluten Free | Dairy Free,"• Sleep Support
• 100% Drug Free
• Non-GMO
• Gluten Free
• Dairy Free

Control your sleep/wake cycle with the help of Swanson Melatonin! This useful hormone works to restore normal sleep patterns while delivering excellent antioxidant support to the body, including the eyes where it may offer protection for retinal health.

Needed for more than just fending off an afternoon slump, healthy sleep contributes to less stress, increased concentration and even weight management. Lack of quality sleep can impact your cognitive health, cortisol levels, metabolism and much more. Research indicates melatonin exerts its sleep-promoting prowess by decreasing the amount of time needed to fall asleep, promoting the ability to stay asleep and enhancing the depth of sleep. Appropriate melatonin levels have also been tied to healthy cognition and stress management.

Suggested use
As a dietary supplement, take one capsule with water one-half hour before bedtime.

Warning
For adults only. As melatonin may produce drowsiness, do not take with alcohol or drive an automobile or operate heavy equipment after taking. Do not take this product if you are pregnant or nursing, have an auto- immune condition or a depressive disorder, or are under 16 years of age. Consult your healthcare provider before use if you are experiencing long-term sleep difficulties, have a medical condition or if you are taking any prescription medications. Not intended for long term use. Keep out of reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Rice flour, vegan capsule (hypromellose).",222.02,Sleep,4.7,9659,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv01498/g/40.jpg",https://in.iherb.com/pr/swanson-melatonin-3-mg-60-capsules/117726
115174,"Seeking Health, Magnesium Malate Powder, 500 mg, 8.82 oz (250 g)",Magnesium,Categories > Supplements > Minerals > Magnesium > Magnesium Malate,"Dietary Supplement | Albion Minerals® | Seeking Health, Believe In Better™","• Dietary Supplement
• Albion Minerals®
• Seeking Health, Believe In Better™

Pure Albion® magnesium to support healthy sleep, muscle recovery and mood.

Magnesium Malate Powder is a powdered magnesium supplement providing magnesium as dimagnesium malate. The bioavailable malate form supports optimal magnesium absorption and energy production.

Suggested use
As needed, blend, shake or briskly mix 1 scoop daily in filtered water or a beverage of your choice. This has no flavors or sweeteners so you may choose to mix in some juice or add to Optimal Electrolyte. May take with or without food anytime of day or night. Best to sip vs chug. Use as directed by your healthcare professional.

Warning
Keep closed in a cool, dry place out of reach of children. Consult with your healthcare professional prior to use. Do not use if inner tamper seal is damaged.

Other Ingredients
None. Magnesium Malate Powder uses Albion“ Di-Magnesium Malate with zero other ingredients. Does not contain dairy, eggs, fish, shellfish, tree nuts, peanuts, wheat, soy, sesame, gluten, GMO, artificial colors, or artificial flavors.",1780.12,Magnesium,4.7,1480,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/skh/skh52066/g/24.jpg",https://in.iherb.com/pr/seeking-health-magnesium-malate-powder-500-mg-8-82-oz-250-g/115174
116319,"Swanson, Albion®, Magnesium Glycinate Powder, 5.3 oz (150 g)",Magnesium,Categories > Supplements > Minerals > Magnesium > Magnesium Glycinate,"Muscle and Bone Health | Amino Acid Chelate | Patented Albion® Mineral Glycinate Chelated Form For Optimum Absorption | Supports Nerve, Muscle and Bone Health | Promotes Relaxation of Mind and Body | Science-Backed Quality Since 1969 | Vegan","• Muscle and Bone Health
• Amino Acid Chelate
• Patented Albion® Mineral Glycinate Chelated Form For Optimum Absorption
• Supports Nerve, Muscle and Bone Health
• Promotes Relaxation of Mind and Body
• Science-Backed Quality Since 1969
• Vegan

It is estimated that as many as 75 percent of Americans don't get enough magnesium from their daily diet, which is why more and more nutritionists are recommending magnesium supplements to their clients—but not all magnesium supplements are the same. Some have better bioavailability than others and some can cause stomach discomfort in some people. Swanson Albion® Chelated Magnesium Glycinate powder brings you a highly bioavailable magnesium supplement that's gentle on the GI tract. Just one scoop of this flavor-free powder delivers 400 mg of magnesium to support mental and physical relaxation. Magnesium also supports bone and muscle health, offers cardiovascular support and promotes healthy blood pressure levels.

Suggested use
As a dietary supplement, mix one scoop (5 g) in 8 ounces of water or juice per day. Scoop included.

Warning
Product contains a desiccant packet to maintain freshness. Do not eat the desiccant packet. For adults only. Consult your healthcare provider before using this or any product if you are pregnant or nursing, taking medication or have a medical condition. Keep out of reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Citric acid, silica.",1953.54,Magnesium,4.3,164,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv02860/g/24.jpg",https://in.iherb.com/pr/swanson-albion-magnesium-glycinate-powder-5-3-oz-150-g/116319
136100,"Trace, Magnesium Glycinate Powder, Mixed Berry Lemonade, 6.35 oz (180 g)",Magnesium,Categories > Supplements > Minerals > Magnesium > Magnesium Glycinate,"Supports Bones, Nerves, The Liver & Digestion | Promotes Restful Sleep, Calm Body, & Healthy Mind | Dietary Supplement | Made With ConcernTrace® | Feel The Difference Guarantee | Certified Vegan | Gluten Free | Third Party Tested | cGMP Facility | BPA Free","• Supports Bones, Nerves, The Liver & Digestion
• Promotes Restful Sleep, Calm Body, & Healthy Mind
• Dietary Supplement
• Made With ConcernTrace®
• Feel The Difference Guarantee
• Certified Vegan
• Gluten Free
• Third Party Tested
• cGMP Facility
• BPA Free

Magnesium Glycinate powder is formulated to naturally promote restful sleep, a calm body and mind, and healthy mood. It also supports the bones, nerves, liver, and digestion.

Suggested use
Mix 1 scoop (3 g) with 2-8 oz of water daily. Due to the calming effects of magnesium, we recommend taking it 30-60 minutes before bedtime. Additional servings may be taken if desired, but excessive magnesium intake may cause a laxative effect.

Warning
Minor crystallization may occur, but this does not affect product quality.

Other Ingredients
Citric acid, lemon juice powder, steviol glycosides, natural mixed berry lemonade flavor, silicon dioxide. No known allergens. Made in the USA with global ingredients.",1809.8,Magnesium,4.8,318,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/tmr/tmr00848/g/24.jpg",https://in.iherb.com/pr/trace-magnesium-glycinate-powder-mixed-berry-lemonade-6-35-oz-180-g/136100
147597,"Vitamatic, Magnesium Glycinate Powder, 8.8 oz (250 g)",Magnesium,Categories > Supplements > Minerals > Magnesium > Magnesium Glycinate,"Most Bioavailable Form | GMP Quality Assured | 250 Servings | 1,000 mg Per Serving","• Most Bioavailable Form
• GMP Quality Assured
• 250 Servings
• 1,000 mg Per Serving

Extra strength magnesium supplement (magnesium glycinate 1000 mg per serving, providing 300 mg of elemental magnesium).

The most bioavailable form of magnesium.

Supports muscle, joint, heart health & enzyme function.

Suggested use
As a dietary supplement, take 1 scoop with 8 oz glass of water. Recommended on empty stomach or 1-2 hour before or after a meal or as directed by your qualified healthcare provider.

Warning
Consult with your healthcare provider if you are pregnant, nursing, taking any medications, or planning any medical procedures. Stop use immediately and consult your healthcare provider if you experience any adverse effects. Do not use it if the safety seal is broken or missing. Keep out of the reach of children. Store in a cool and dry place. Do not exceed the recommended dose. Food supplements should not be used as a substitute for a varied and balanced diet and healthy lifestyle.

Other Ingredients
None. Free of sugar, yeast, soy, wheat, egg, artificial colors, flavors, and preservatives.",1515.42,Magnesium,4.6,240,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/vmc/vmc47504/g/6.jpg",https://in.iherb.com/pr/vitamatic-magnesium-glycinate-powder-8-8-oz-250-g/147597
4507,"NOW Foods, CoQ10, 400 mg, 60 Softgels",Antioxidants,Categories > Supplements > Antioxidants > Coenzyme Q10 (Ubiquinone),Cardiovascular Health | Supports Energy Production | With Vitamin E & Sunflower Lecithin | Non-GMO | A Dietary Supplement | Kosher - Contains Gelatin | Family Owned Since 1968 | GMP Quality Assured,"• Cardiovascular Health
• Supports Energy Production
• With Vitamin E & Sunflower Lecithin
• Non-GMO
• A Dietary Supplement
• Kosher - Contains Gelatin
• Family Owned Since 1968
• GMP Quality Assured

Coenzyme Q10 (CoQ10) is a vitamin-like compound that plays a central role in cellular energy production. CoQ10 is found throughout the body, but is especially concentrated in the heart, liver, and kidney and production has been found to decline with age. CoQ10 works with vitamin E as a potent free radical scavenger in cell membranes, as well as within blood vessels. Years of scientific research have shown the CoQ10 helps to maintain a healthy heart and vascular system.

NOW ® CoQ10 is pharmaceutical grade. NOW CoQ10 products contain only the all-trans form of CoQ10 produced by fermentation.

Suggested use
Take 1 softgel 1 to 2 times daily with food.

Warning
For adults only. Consult physician if pregnant/nursing, taking medication, or have a medical condition. Keep out of reach of children. Store in a cool, dry place after opening.

Other Ingredients
Softgel capsule [bovine gelatin (BSE-free), glycerin, water, organic caramel color], organic extra virgin olive oil and silicon dioxide. Not manufactured with wheat, gluten, soy, corn, milk, egg, fish or shellfish ingredients. Produced in a GMP facility that processes other ingredients containing these allergens. Contains no titanium dioxide. Separation and color variation in the softgel may occur. This is natural and doesn't affect product quality.",4092.73,Antioxidants,4.8,619,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/now/now03198/g/21.jpg",https://in.iherb.com/pr/now-foods-coq10-400-mg-60-softgels/4507
3950,"Life Extension, Vitamin B12, Methylcobalamin, 500 mcg, 100 Vegetarian Lozenges",Vitamin B12 (Cobalamin),Categories > Supplements > Vitamins > Vitamin B > Vitamin B12 (Cobalamin) > Methylcobalamin,Gluten Free | Non-GMO LE Certified | Bioactive Form of B12 | Dietary Supplement,"• Gluten Free
• Non-GMO LE Certified
• Bioactive Form of B12
• Dietary Supplement

Our Vitamin B12 lozenges can be dissolved in your mouth or chewed as a convenient way to ensure optimal B12 levels, which support healthy homocysteine levels, brain health and cognition.

Suggested use
Read the entire label and follow the directions carefully prior to use. Dissolve in mouth or chew one (1) lozenge daily, or as recommended by a healthcare practitioner.

Warning
Store tightly closed in a cool, dry place. Keep out of reach of children. Do not exceed recommended dose. Do not purchase if outer seal is broken or damaged. When using nutritional supplements, please consult with your physician if you are undergoing treatment for a medical condition or if you are pregnant or lactating.

Other Ingredients
Mannitol, sorbitol, microcrystalline cellulose, vegetable stearate, croscarmellose sodium, natural strawberry flavor.",631.94,Vitamin B12 (Cobalamin),4.8,8793,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/lex/lex36110/g/78.jpg",https://in.iherb.com/pr/life-extension-vitamin-b12-methylcobalamin-500-mcg-100-vegetarian-lozenges/3950
118362,"Swanson, Vitamin B12 with Folate, Strawberry, 100 Lozenges",Vitamin B,Categories > Supplements > Vitamins > Vitamin B > Vitamin B12 (Cobalamin),Energy and Metabolism | Vitamin Supplement | Vegan,"• Energy and Metabolism
• Vitamin Supplement
• Vegan

Swanson Vitamin B12 Lozenges play a major role in the production of the red blood cells that deliver oxygen to all parts of the body, which in turn causes energy. Also known as ""the energy vitamin,"" this fast-acting formula also supports cardiovascular health. Each lozenge delivers a potent 1,000 mcg of vitamin B12 fortified with 400 mcg of folic acid.

Suggested use
As a dietary supplement, place one lozenge under the tongue daily. Allow it to remain there until completely dissolved before swallowing.

Warning
For adults only. Consult your healthcare provider before using this or any product if you are pregnant or nursing, taking medication, or have a medical condition. Keep out of reach of children. Do not use if seal is broken. Store in a cool, dry place.

Other Ingredients
Sorbitol, mannitol, microcrystalline cellulose (plant fiber), croscarmellose sodium, hydroxypropyl methylcellulose, natural strawberry flavor, magnesium stearate, silica.",544.18,Vitamin B,4.7,836,"https://cloudinary.images-iherb.com/image/upload/f_auto,q_auto:eco/images/swv/swv01746/g/24.jpg",https://in.iherb.com/pr/swanson-vitamin-b12-with-folate-strawberry-100-lozenges/118362
